Owl_ID,Stations_ID,Owl_Species_ID,Owl_Number,Minute_1,Minute_2,Minute_6-12,Owl_Distance,Owl_Direction,Owl_Comments
111,72,FerPy,1,TRUE,TRUE,FALSE,200,W,
112,74,Barn,1,FALSE,FALSE,TRUE,50,S,11 min.
113,76,Mottd,1,TRUE,TRUE,FALSE,500,S,
114,76,Specd,2,FALSE,FALSE,TRUE,300,NW,6 min. plus
115,77,Specd,1,FALSE,FALSE,TRUE,400,E,6 min. plus
116,77,FerPy,2,FALSE,FALSE,TRUE,200,W,10 min. plus
117,79,Specd,1,TRUE,TRUE,TRUE,150,E,6 min. plus; both called during broadcast
118,79,Specd,2,TRUE,TRUE,TRUE,150,E,6 min. plus; both called during broadcast
123,81,Specd,1,TRUE,TRUE,TRUE,200,W,6 min. plus
124,81,Specd,2,TRUE,TRUE,TRUE,200,W,6 min. plus
125,81,FerPy,3,FALSE,FALSE,TRUE,150,N,6 min. plus
126,81,FerPy,4,FALSE,FALSE,TRUE,150,E,6 min. plus
127,82,FerPy,1,TRUE,TRUE,FALSE,150,W,
128,83,Specd,1,TRUE,TRUE,TRUE,500,S,6 min.; vocalized during broadcast and then quit
129,83,Specd,2,TRUE,TRUE,TRUE,500,S,6 min.; vocalized during broadcast and then quit
130,84,Specd,1,FALSE,TRUE,TRUE,600,SE,"7-8 min., 9 min. plus; moved closer to 300 meters SE"
132,85,Specd,1,TRUE,TRUE,FALSE,30,S,Moved up to us; vocalized during broadcast & not after - could hear it flying overhead
133,87,Mottd,1,TRUE,TRUE,FALSE,300,W,all 4 entries of the same owl
134,87,Mottd,2,FALSE,FALSE,TRUE,30,E,6 min. & moved
135,87,Mottd,3,FALSE,FALSE,TRUE,40,E,7 min. and moved
136,87,Mottd,4,FALSE,FALSE,TRUE,50,E,8 min. and moved
138,88,Mottd,1,FALSE,FALSE,TRUE,30,N,6 min.
139,88,Mottd,2,FALSE,FALSE,TRUE,25,N,"7 min.; ""Oww"" vocalization"
140,92,FerPy,1,TRUE,FALSE,TRUE,250,S,10 min.
141,92,FerPy,2,FALSE,FALSE,TRUE,200,SE,11 min.
142,93,Mottd,1,FALSE,FALSE,TRUE,300,E,6 min.; close to last year's location
143,93,Mottd,2,FALSE,FALSE,TRUE,250,N,6 min. & 10 min.
144,95,Mottd,1,FALSE,FALSE,TRUE,200,S,"min. 6, 8, 9, 10; one soft cat like call at 6.5 min.; similar to last year's location"
145,95,Mottd,2,FALSE,FALSE,TRUE,300,S,"Min. 7, 9, 11"
146,96,Mottd,1,TRUE,FALSE,FALSE,150,E,1st observation of Mottled Owl; very different vocalization
152,98,Mottd,1,TRUE,FALSE,FALSE,300,N,Mottled owl outside data recording time frme (@ 16 min.; 15 m. NW) Recorded - another Mottled Owl at 18 min.
157,100,Mottd,1,FALSE,TRUE,TRUE,700,E,Min. 5-12; other side of quebrada
158,100,Mottd,2,FALSE,FALSE,TRUE,5,N,Min. 6-12; recorded close (owl was above our heads)
159,100,Mottd,3,FALSE,FALSE,TRUE,700,E,"Min. 6, 7, 8; near number 1"
161,101,Mottd,1,FALSE,TRUE,FALSE,500,SW,
162,102,FerPy,1,TRUE,TRUE,TRUE,210,SE,Recorded. Owl quite for several minutes after broadcast; heard flight into nearby tree - not sure if it was an owl as it did not vocalize
163,103,PacSc,1,TRUE,TRUE,TRUE,10,S,12 Min.; Tried to record but missed last vocalization
164,103,PacSc,2,TRUE,TRUE,TRUE,10,S,12 Min.
165,104,Mottd,1,FALSE,FALSE,TRUE,200,SW,Min. 8
166,104,Mottd,2,FALSE,FALSE,TRUE,100,N,Min. 9
167,105,Mottd,1,FALSE,FALSE,TRUE,100,S,6 min. plus
168,105,Mottd,2,FALSE,FALSE,TRUE,200,W,7 min. plus
169,106,Mottd,1,TRUE,FALSE,TRUE,250,E,9 Min. plus; cat like - recorded
170,106,Mottd,2,FALSE,FALSE,TRUE,10,S,9 min. plus; close - recorded
171,107,Mottd,1,TRUE,FALSE,FALSE,150,NE,
172,107,Mottd,2,FALSE,FALSE,TRUE,15,N,6 min. plus
173,107,Mottd,3,FALSE,FALSE,TRUE,100,S,6 min. plus
174,108,Mottd,1,FALSE,FALSE,TRUE,10,E,4 Min. plus; Came close to where we were and started vocalizing while the playback tape was still playing then moved to the north together; close together; continued while I recorded
175,108,Mottd,2,FALSE,FALSE,TRUE,15,S,"4 min. plus; Continued from owl # 1- when finished recording, I tuned on the lamp and flew close overhead - can hear in the nearby trees"
180,110,Mottd,1,TRUE,TRUE,FALSE,300,E,Min 6 moved to 100 m E; vocalized min 6 & on occasionally
181,110,Mottd,2,FALSE,FALSE,TRUE,200,S,4 Min.
183,111,Mottd,1,TRUE,TRUE,FALSE,200,S,
184,111,Mottd,2,FALSE,FALSE,TRUE,15,NE,6 min. plus
185,111,Mottd,3,FALSE,FALSE,TRUE,250,E,7 min. - seldom after
186,114,Mottd,1,FALSE,FALSE,TRUE,600,S,Min. 11
187,117,Mottd,1,FALSE,FALSE,TRUE,450,N,Min. 6 & 7
188,117,Mottd,2,FALSE,FALSE,TRUE,600,E,Min. 11
189,119,Mottd,1,FALSE,TRUE,TRUE,300,SE,7 min. plus; occasionaly vocalizing
190,119,Mottd,2,FALSE,FALSE,TRUE,400,SE,8 min. plus; occasionaly vocalizing
191,120,Mottd,1,FALSE,FALSE,TRUE,300,N,# 1 moved right after recording was played & was within 25 m. then to further away; recorded the bird
192,120,Mottd,2,FALSE,FALSE,TRUE,600,N,
193,120,Mottd,3,FALSE,FALSE,TRUE,700,S,
194,121,Mottd,1,TRUE,TRUE,TRUE,400,NE,Min. 5-12 - occasionally vocalizing
195,123,Mottd,1,FALSE,FALSE,TRUE,500,E,7 Min.; Nixtepe location
196,125,Mottd,1,TRUE,FALSE,FALSE,300,NW,
197,125,Mottd,2,FALSE,TRUE,FALSE,150,SE,
198,125,Mottd,3,FALSE,FALSE,TRUE,300,SE,6 min. plus
199,125,Mottd,4,FALSE,FALSE,TRUE,300,S,11 min.
200,126,Mottd,1,TRUE,TRUE,TRUE,350,S,Min. 9 plus
201,126,Mottd,2,FALSE,FALSE,TRUE,25,E,Min 11
202,127,Mottd,1,TRUE,TRUE,TRUE,350,E,9 min. plus
203,127,Mottd,2,FALSE,TRUE,TRUE,300,N,10 min. plus; bird number 2 moved closer to 200 Meters North
205,128,Mottd,1,TRUE,TRUE,TRUE,400,S,Min. 4 vocalized - during broadcast
206,128,Mottd,2,FALSE,FALSE,TRUE,500,SE,Min. 9
208,129,Mottd,1,TRUE,TRUE,TRUE,200,S,6 min. plus
209,129,Mottd,2,FALSE,TRUE,TRUE,450,S,10 min. plus
210,129,Mottd,3,FALSE,FALSE,TRUE,400,S,7 min. plus; cat like call - female
211,130,Mottd,1,TRUE,FALSE,TRUE,350,N,7 min. plus
214,131,Mottd,1,TRUE,TRUE,TRUE,150,E,6 min. plus; started vocalizing after two min. wait
215,131,Mottd,2,FALSE,TRUE,FALSE,200,S,
216,131,Mottd,3,FALSE,FALSE,TRUE,100,N,6 min. plus
217,131,Mottd,4,FALSE,FALSE,TRUE,20,S,7 min. plus
218,131,Mottd,5,FALSE,FALSE,TRUE,100,N,8 min. plus
219,132,FerPy,1,FALSE,FALSE,TRUE,50,S,Min. 3 - while broadcasting and min. 12
220,134,Mottd,1,FALSE,FALSE,TRUE,350,S,min. 9 plus;  moved to 100 M South Min. 7; an owl flew over observers when tape was playing and perched nearby
222,135,Mottd,1,TRUE,TRUE,TRUE,300,S,7 min.
223,135,Mottd,2,FALSE,FALSE,TRUE,500,N,6 min. plus; other side of river
224,136,Mottd,1,FALSE,TRUE,TRUE,550,S,6 min. plus
225,137,Specd,1,FALSE,FALSE,TRUE,325,SE,8 min. plus; recorded
226,138,Specd,1,TRUE,TRUE,TRUE,300,SE,6 min. plus
227,138,Specd,2,TRUE,TRUE,TRUE,350,SE,6 min. plus
228,139,Specd,1,FALSE,TRUE,TRUE,500,SE,6 min. plus
229,142,FerPy,1,TRUE,TRUE,TRUE,100,S,3 min. plus till 7 min. then quiet
230,142,FerPy,2,TRUE,TRUE,FALSE,10,S,Perched in tree; Flew away to the east after 2nd min.
231,142,FerPy,3,TRUE,TRUE,FALSE,10,S,short vocalizations between the three pygmy owls during broadcast
232,142,FerPy,4,TRUE,TRUE,FALSE,10,S,
233,142,Specd,5,FALSE,FALSE,FALSE,10,S,Could see shape in tree and owl as it flew off
234,143,FerPy,1,TRUE,TRUE,FALSE,250,SE,
235,143,Mottd,2,TRUE,TRUE,FALSE,75,S,
236,144,Mottd,1,FALSE,FALSE,TRUE,50,SW,Min 10
238,146,Mottd,1,FALSE,FALSE,TRUE,400,N,across the river
253,152,FerPy,1,TRUE,TRUE,TRUE,250,SE,Min. 6-12
254,152,FerPy,2,FALSE,FALSE,TRUE,75,S,Minute 3
255,152,FerPy,3,FALSE,FALSE,TRUE,40,S,Minute 3
256,152,FerPy,4,FALSE,FALSE,TRUE,50,N,Min 6-9
258,153,FerPy,1,TRUE,TRUE,FALSE,300,NW,
259,153,FerPy,2,FALSE,FALSE,TRUE,100,N,Three minutes to 8 minutes - could hear during broadcast
260,157,Mottd,1,FALSE,FALSE,TRUE,15,W,10 Min.; Changed location to 5 meters East @ 11 min.
262,158,Mottd,1,FALSE,TRUE,FALSE,200,W,
263,158,Mottd,2,FALSE,FALSE,TRUE,10,E,6 min. plus
264,158,Mottd,3,FALSE,FALSE,TRUE,15,E,6 min. plus
265,158,Mottd,4,FALSE,FALSE,TRUE,12,E,6 min. plus
266,160,Mottd,1,FALSE,FALSE,TRUE,250,SW,7 min
267,167,FerPy,1,TRUE,TRUE,FALSE,100,SW,
268,167,FerPy,2,FALSE,TRUE,TRUE,100,N,Short vocalizations and flew west to 150 meters; min.5-8
270,167,FerPy,3,FALSE,FALSE,TRUE,10,N,Min. 10
271,167,FerPy,4,FALSE,FALSE,TRUE,200,E,Min. 11
272,168,FerPy,1,FALSE,FALSE,TRUE,75,SE,Min. 3 vocalized just as I was getting ready to broadcast
274,170,Mottd,1,TRUE,TRUE,TRUE,150,S,Min. 5
275,170,Specd,2,FALSE,FALSE,TRUE,50,N,Min 5 plus; Recorded end of side A and start of side B
276,170,Specd,3,FALSE,FALSE,TRUE,50,N,Min 7 pluss;  Recorded end of side A and start of side B
277,170,Specd,4,FALSE,FALSE,TRUE,125,NW,Min. 10 plus; Recorded end of side A and start of side B
278,170,Specd,5,FALSE,FALSE,TRUE,125,NW,After min. 12; Recorded end of side A and start of side B
279,171,Specd,1,TRUE,TRUE,FALSE,200,N,
280,171,Specd,2,TRUE,TRUE,FALSE,200,N,
281,171,Mottd,3,FALSE,TRUE,TRUE,150,SW,5 Min.; Heard owl fly in above and to the SW
282,171,Specd,4,FALSE,FALSE,TRUE,30,SE,10 Min.
283,171,Specd,5,FALSE,FALSE,TRUE,35,SE,10 Min.
284,172,Specd,1,TRUE,TRUE,FALSE,175,N,
285,172,Specd,2,TRUE,TRUE,FALSE,175,N,
286,172,Mottd,3,FALSE,FALSE,TRUE,150,S,7 min. plus
287,172,Mottd,4,FALSE,FALSE,TRUE,20,W,"9 min., recorded"
288,173,Specd,1,TRUE,TRUE,TRUE,375,N,
289,173,Specd,2,TRUE,TRUE,TRUE,375,N,
290,173,Mottd,3,FALSE,FALSE,TRUE,10,E,Heard them flying as they changed perches around area
291,173,Mottd,4,FALSE,FALSE,TRUE,10,E,"""          ""         ""     ""    """
294,174,Mottd,1,FALSE,FALSE,TRUE,200,SW,Min 10
295,175,Specd,1,FALSE,FALSE,TRUE,400,N,11 min
296,175,Specd,2,FALSE,FALSE,TRUE,400,N,
298,176,FerPy,1,TRUE,TRUE,TRUE,25,N,3 min plus;  recorded
299,183,NoID,1,TRUE,FALSE,FALSE,200,SW,soft vocalization
300,191,Mottd,1,FALSE,FALSE,TRUE,200,E,At 6 min. one hoot
301,193,Mottd,1,FALSE,FALSE,TRUE,300,NW,Mottled Owl @ 8:43; Pucuyo
302,195,Mottd,1,FALSE,FALSE,TRUE,1000,SE,About 1 k. away - vocal. Very faint @ 9:17; pucuyo
303,202,Mottd,1,FALSE,FALSE,TRUE,300,W,Owl in Ojo de agua at  6 min.
306,208,Mottd,1,TRUE,FALSE,TRUE,200,E,At.6.3 min. Mottled Owl about 2 k. to the east; 8.1 min. again; 9.53 min. again
307,210,Mottd,1,FALSE,FALSE,TRUE,2000,SW,"At min. 3.13 heard a Mottled Owl about 2 k to the SW. Heard again at 7.56 min, at 8.37 min. and at 8.83 min."
308,211,Mottd,1,TRUE,FALSE,TRUE,75,S,
309,211,Mottd,2,FALSE,FALSE,TRUE,250,E,"Heard at 2.5 min., 7.22 min and at 8.00 min.oww oww to the east"
310,215,Mottd,1,TRUE,TRUE,TRUE,200,E,"At 5.26 min. vocaliz. Oww, owww, from same direction; at 7.08 min. same direction cat like oww, oww"
311,215,Mottd,2,TRUE,FALSE,FALSE,100,S,
312,216,Mottd,1,FALSE,TRUE,TRUE,400,W,heard throughout obs. Period
313,216,Mottd,2,FALSE,FALSE,TRUE,100,S,heard at 9.3 min
314,218,NoID,1,FALSE,FALSE,TRUE,100,N,single hoot at min. 7.09 - sp. Not identified
315,218,FerPy,2,FALSE,FALSE,TRUE,200,SW,At min 10 heard the pygmy owl
317,233,FerPy,1,FALSE,FALSE,TRUE,200,S,Heard at 8:39 PM
318,233,NoID,2,FALSE,FALSE,TRUE,100,N,Heard at 8:41 PM
319,237,FerPy,1,FALSE,FALSE,TRUE,500,N,heard at 9:57 PM
357,242,None,1,FALSE,FALSE,FALSE,0,,
358,243,None,1,FALSE,FALSE,FALSE,0,,
359,244,None,1,FALSE,FALSE,FALSE,0,,
361,252,Mottd,1,FALSE,TRUE,TRUE,300,NE,"Spectacled Owl SE btw pt 2&3, in valley below, surprised to hear, but know it was distinctly this sp."
363,254,Mottd,1,FALSE,FALSE,TRUE,150,NW,minute 6 plus
364,254,Mottd,2,FALSE,FALSE,TRUE,100,N,minute 8
365,254,Mottd,3,FALSE,FALSE,TRUE,300,W,minute 10
366,254,Mottd,4,FALSE,FALSE,TRUE,300,W,minute 12; Female - cat like call
367,255,Styg,1,TRUE,TRUE,TRUE,300,W,soft hoot; one/min; soft hoot - one at minute 10
369,256,Mottd,1,FALSE,FALSE,TRUE,150,E,Minute 12 - last minute at site
370,257,Mottd,1,FALSE,FALSE,TRUE,1000,W,Very far off - one kilometer
371,262,Mottd,1,FALSE,FALSE,TRUE,800,N,
372,263,Mottd,1,TRUE,TRUE,FALSE,400,N,
373,263,Mottd,2,FALSE,TRUE,FALSE,600,W,
374,263,Specd,3,FALSE,FALSE,TRUE,400,E,Sounds like it is down in the valley below - close to same location as previous night
376,264,Mottd,2,FALSE,FALSE,TRUE,300,S,
377,266,Mottd,1,FALSE,FALSE,TRUE,200,E,
378,272,Mottd,1,FALSE,FALSE,TRUE,500,E,in valley below;  Minute 9 plus
379,273,Mottd,1,FALSE,FALSE,TRUE,30,E,Minute 8
380,274,Mottd,1,FALSE,FALSE,TRUE,40,W,Recorded owl and Muyo
382,275,Mottd,1,FALSE,FALSE,TRUE,200,N,Minute 9 plus
383,276,Mottd,1,TRUE,TRUE,TRUE,100,N,Minute 9
384,277,Mottd,1,FALSE,FALSE,TRUE,300,N,Min 7 plus
385,278,Mottd,1,FALSE,FALSE,TRUE,500,E,Minute 7 plus; Moved closer to 400 M East; Minute 9 plus
387,279,Mottd,1,FALSE,FALSE,TRUE,300,W,Minute 7 plus
388,280,Mottd,1,FALSE,FALSE,TRUE,100,N,Min 8
389,282,Mottd,1,FALSE,FALSE,TRUE,550,N,Minute 7
390,282,Mottd,2,FALSE,FALSE,TRUE,500,W,Minute 9
391,283,Mottd,1,TRUE,TRUE,TRUE,500,SW,Minute 7 plus; other side of valley in Mt. side
392,284,Mottd,1,FALSE,FALSE,TRUE,600,S,Minute 7
393,285,Mottd,1,FALSE,FALSE,TRUE,50,S,Recorded both birds; Minute 7 plus
394,285,Mottd,2,FALSE,FALSE,TRUE,400,E,Recorded both birds; Minute 7 plus; Female
395,286,Mottd,1,FALSE,FALSE,TRUE,150,E,Recorded both birds; Minute 7 plus
396,286,Mottd,2,FALSE,FALSE,TRUE,125,SE,Redorded both birds; Minute 7 plus
397,287,Mottd,1,FALSE,FALSE,TRUE,10,E,Minute 7 plus; Recorded both birds; After close vocalizations moved to 125 meters E; Minute 12 plus
398,287,Mottd,2,FALSE,FALSE,TRUE,10,E,Female vocalized; Minute 7 plus; Recorded both birds; After close vocalizations moved to 125 meters E; Minute 12 plus
402,289,Mottd,1,FALSE,FALSE,TRUE,550,S,Minute 9 plus
403,290,Mottd,1,FALSE,FALSE,TRUE,10,S,Minute 7 plus; Recorded; moved away to 25 meters SE; Minute 10 plus
404,290,Mottd,2,FALSE,FALSE,TRUE,100,E,Minute 7 plus; Recorded
406,292,Mottd,1,FALSE,FALSE,TRUE,500,E,Minute 8
407,293,Mottd,1,TRUE,TRUE,TRUE,300,W,Could hear during broadcast; Minute 6 plus
408,293,Mottd,2,FALSE,FALSE,TRUE,600,S,Minute 7
409,295,Mottd,1,FALSE,TRUE,TRUE,600,S,Minute 8 plus
410,295,Mottd,2,FALSE,FALSE,TRUE,600,N,Minute 7 plus
411,295,Mottd,3,FALSE,FALSE,TRUE,350,W,Minute 9 plus: one time cat like vocalization
412,296,Mottd,1,TRUE,TRUE,TRUE,800,W,Minute 7 plus
413,296,Mottd,2,FALSE,FALSE,TRUE,800,W,Minute 7 plus; Cat like female call
414,296,Specd,3,FALSE,FALSE,TRUE,500,N,Minute 11
415,298,Mottd,1,TRUE,TRUE,TRUE,400,SE,Minute 7
416,298,Mottd,2,FALSE,FALSE,TRUE,450,SE,Minute 8
417,299,Mottd,1,FALSE,FALSE,TRUE,300,SE,Minute 9
418,300,Mottd,1,FALSE,FALSE,TRUE,10,W,Minute 12; at end of data collection session; Recorded after finished transect @ 9:27 PM.
419,302,Mottd,1,FALSE,FALSE,TRUE,400,S,Minute 6 @ end of broadcast
420,303,Mottd,1,FALSE,FALSE,TRUE,900,N,Minute 9
421,303,Mottd,2,FALSE,FALSE,TRUE,500,SW,Minute 11
422,304,Mottd,1,FALSE,FALSE,TRUE,500,SE,Minute 9
423,305,Mottd,1,FALSE,FALSE,TRUE,400,E,Minute 7 plus; below in valley
424,307,Mottd,1,FALSE,FALSE,TRUE,400,S,"Minute 8; Thought I heard a bird fly into nearby trees, but if never vocalized."
426,308,Mottd,1,FALSE,TRUE,TRUE,300,S,Minute 6 plus; Could hear during broadcast
427,308,Mottd,2,FALSE,FALSE,TRUE,600,N,Minute 6 plus; Could hear during broadcast
428,309,Mottd,1,TRUE,TRUE,FALSE,300,SW,
429,309,Mottd,2,TRUE,TRUE,FALSE,150,N,
430,309,Mottd,3,TRUE,TRUE,FALSE,400,S,
431,309,Mottd,4,FALSE,FALSE,TRUE,10,S,This might be the same bird as number one but moved closer; Then number 4 moved to 50 m South min.5-12.
432,309,Mottd,5,FALSE,FALSE,TRUE,20,N,This might be the same bird as number two but moved closer;
434,310,Mottd,1,FALSE,TRUE,TRUE,300,SE,Minute 7 plus
435,315,FerPy,1,FALSE,FALSE,TRUE,500,NE,Minute 8
436,320,Specd,1,TRUE,TRUE,TRUE,500,N,Minute 7 plus; [problem with speaker]
438,322,Specd,1,TRUE,FALSE,FALSE,400,E,
439,322,FerPy,2,FALSE,TRUE,FALSE,400,SE,
440,322,FerPy,3,FALSE,FALSE,TRUE,200,SE,
441,322,FerPy,4,FALSE,FALSE,TRUE,300,N,
442,325,FerPy,1,FALSE,FALSE,TRUE,500,N,Minute 9
443,326,Specd,1,FALSE,FALSE,TRUE,10,N,Heard it land - Bolador tree; Minute 8 plus; recorded
444,326,FerPy,2,FALSE,FALSE,TRUE,30,N,Minute 8; recorded
445,327,Mottd,1,FALSE,FALSE,TRUE,50,S,Minute 5 - during broadcast; female cat like vocalization
446,328,FerPy,1,FALSE,FALSE,TRUE,600,E,Minute 7
447,328,Mottd,2,FALSE,FALSE,TRUE,10,E,Minute 12; heard it move in trees; one soft vocalization
448,329,Mottd,1,TRUE,TRUE,TRUE,600,N,Minute 6 plus; one of 2 did cat like female vocalization
449,329,Mottd,2,FALSE,FALSE,TRUE,400,N,Minute 6 plus; one about 10 m but did not vocalize
450,330,Specd,1,TRUE,TRUE,TRUE,400,N,Moved closer to 200 meters N and again movd to 10 meters N; Minute 6 plus
452,330,Specd,2,FALSE,FALSE,TRUE,200,N,Minute 8 plus; another joined; moved closer to 10 meters N
455,331,Specd,1,TRUE,TRUE,TRUE,100,N,Moved closer to 10 meters N; Minute 7 plus
456,331,Specd,2,TRUE,TRUE,TRUE,100,N,Moved closer to 10 meters N; Minute 7 plus
457,331,FerPy,3,FALSE,FALSE,TRUE,200,W,Minute 7 plus
461,332,FerPy,1,FALSE,FALSE,TRUE,300,S,Minute 6
462,334,FerPy,1,FALSE,TRUE,FALSE,300,W,
463,335,Specd,1,FALSE,FALSE,TRUE,200,E,Minute 8
465,336,Specd,1,TRUE,TRUE,FALSE,200,SE,
466,341,Specd,1,FALSE,FALSE,TRUE,10,E,Saw it fly overhead to tree next to me; when broadcasting then flew other side of Dike 10 m away & found it w/ flashlight; recorded
467,343,Mottd,1,FALSE,FALSE,TRUE,300,W,Minute 6; Another flew in but did not vocalize
468,344,NoID,1,FALSE,FALSE,FALSE,0,,Owl flew overhead but did not vocalize
469,345,Mottd,1,FALSE,TRUE,FALSE,400,W,
470,347,FerPy,1,FALSE,FALSE,TRUE,300,NE,Minute 7
471,347,FerPy,2,FALSE,FALSE,TRUE,300,N,Minute 8
472,347,Mottd,3,FALSE,FALSE,TRUE,200,SW,Minute 7
473,348,Mottd,1,TRUE,TRUE,TRUE,200,N,"Minute 6; Female cat like call; Moved closer to 100 meters N, Minute 9"
474,348,Mottd,2,FALSE,FALSE,TRUE,200,N,Minute 7; Male; Moved closer to 100 meters N; Minute 9;
477,348,Mottd,3,FALSE,FALSE,TRUE,50,N,Minute12; also heard a person immitating female vocalization
478,349,Mottd,1,TRUE,TRUE,TRUE,300,N,Minute 7 plus; Female cat like call
479,349,Mottd,2,FALSE,FALSE,TRUE,300,N,Minute 9
480,350,Specd,1,FALSE,FALSE,TRUE,600,N,Minute 7; two times only
481,372,Mottd,1,TRUE,TRUE,FALSE,50,S,
482,373,Mottd,1,TRUE,TRUE,TRUE,15,N,Minute 1 and 2  and then moved to 80 meters N and called during playback; Minute 3-10;
484,373,Mottd,2,FALSE,FALSE,TRUE,400,S,Minute 8-10
485,374,Mottd,1,FALSE,FALSE,TRUE,450,S,Possibly same owl (number 2) from pt. 2; Minute 9-11
486,384,Mottd,1,FALSE,FALSE,TRUE,600,S,Minute 5-12
487,384,PacSc,2,FALSE,FALSE,TRUE,200,W,Minute 8
488,385,Mottd,1,FALSE,FALSE,TRUE,700,N,Other side of Mt.; Minute 6-9
489,386,Mottd,1,TRUE,TRUE,TRUE,350,S,Minute 5-12
490,386,Mottd,2,FALSE,FALSE,TRUE,200,S,Minute 5-12
491,386,Specd,3,FALSE,FALSE,TRUE,800,E,Minute 8-11
492,387,PacSc,1,TRUE,TRUE,FALSE,200,W,Recorded after silent listening (end #253)
493,387,Mottd,2,TRUE,TRUE,TRUE,350,S,Minute 6-12
494,387,Mottd,3,TRUE,TRUE,TRUE,200,S,Minute 6-12
495,387,Mottd,4,FALSE,FALSE,TRUE,230,N,Minute 6-12
496,387,Mottd,5,FALSE,FALSE,TRUE,180,W,Minute 11-12
497,388,Mottd,1,TRUE,TRUE,TRUE,45,N,Minute 5-12; Great response to broadcast; Moved to 10 Meters N
498,388,Mottd,2,TRUE,TRUE,TRUE,50,S,Minute 5-12; Great response to broadcast; Moved to 12 Meters S
501,389,Mottd,1,FALSE,FALSE,TRUE,200,E,Minute 5-12
502,389,Mottd,2,FALSE,FALSE,TRUE,200,E,Minute 6-12
503,389,Mottd,3,FALSE,FALSE,TRUE,325,S,Minute 8-10
504,389,Mottd,4,FALSE,FALSE,TRUE,610,N,Minute 11-12
505,389,Mottd,5,FALSE,FALSE,TRUE,420,N,Minute 12
506,390,Mottd,1,FALSE,FALSE,TRUE,375,S,Minute 5-12
507,390,Mottd,2,FALSE,FALSE,TRUE,800,S,Minute 6-7
508,391,Mottd,1,FALSE,FALSE,TRUE,675,SE,Minute 10
509,391,Mottd,2,FALSE,FALSE,TRUE,850,N,Minute 11
510,393,Mottd,1,FALSE,FALSE,TRUE,25,S,Minute 6-12; Recorded after broadcast (# 320-343)
511,392,Mottd,1,FALSE,FALSE,TRUE,500,S,Minute 12
513,394,Mottd,1,FALSE,FALSE,TRUE,400,S,Minute 10-12
514,395,Mottd,1,TRUE,TRUE,TRUE,200,W,Minute 5-6
515,395,Mottd,2,FALSE,FALSE,TRUE,400,SW,Minute 7-12
516,395,Mottd,3,FALSE,FALSE,TRUE,500,S,Minute 9-10; Cat like vocal.
517,396,Mottd,1,TRUE,TRUE,FALSE,700,SE,
518,396,Mottd,2,FALSE,TRUE,TRUE,650,SE,Minute 6-12
519,396,Mottd,3,FALSE,FALSE,TRUE,800,SE,Minute 5-12; Cat like call
520,397,Mottd,1,TRUE,TRUE,TRUE,36,E,Minute 5-12; Recorded
521,397,Mottd,2,TRUE,TRUE,TRUE,300,N,Minute 5-12
522,397,Mottd,3,FALSE,FALSE,TRUE,350,N,Minute 5-12
523,397,Mottd,4,FALSE,FALSE,TRUE,45,E,Odd vocalization of Mottled Owl; Recorded to end of tape (#344-399)
524,397,PacSc,5,FALSE,FALSE,TRUE,50,E,Vocal after recorded prior Mottled Owl
525,398,Mottd,1,FALSE,FALSE,TRUE,40,SW,Minute 7
526,398,Mottd,2,FALSE,FALSE,TRUE,200,SW,Minute 11
527,399,Mottd,1,FALSE,FALSE,TRUE,680,SW,Minute 10-12
528,400,Mottd,1,TRUE,TRUE,TRUE,600,N,Minute 5-12
529,400,Mottd,2,TRUE,TRUE,TRUE,850,NE,Minute 7-12
530,400,Mottd,3,FALSE,FALSE,TRUE,800,S,Minute 9-12
531,401,Mottd,1,FALSE,FALSE,TRUE,950,S,Minute 5-12
532,402,FerPy,1,TRUE,FALSE,FALSE,10,SW,
533,402,FerPy,2,FALSE,TRUE,TRUE,200,S,Minute 10-12
534,402,FerPy,3,FALSE,TRUE,FALSE,15,NW,
535,403,FerPy,1,TRUE,TRUE,FALSE,100,N,
536,403,FerPy,2,TRUE,TRUE,FALSE,100,NE,
537,412,FerPy,1,TRUE,TRUE,TRUE,50,N,Minute 5-12
538,412,FerPy,2,FALSE,TRUE,TRUE,100,N,Minute 5-12
539,412,FerPy,3,FALSE,TRUE,FALSE,30,S,Minute 5-12
540,415,Mottd,1,FALSE,FALSE,TRUE,300,W,Minute 9-12
541,416,Mottd,1,FALSE,FALSE,TRUE,50,S,Minute 6-12; Recorded
542,417,Mottd,1,FALSE,FALSE,TRUE,200,N,Minute 5-10
543,417,Specd,2,FALSE,FALSE,TRUE,300,NE,Minute 11
544,419,FerPy,1,TRUE,TRUE,TRUE,400,N,Minute 12
545,422,FerPy,1,FALSE,TRUE,TRUE,300,S,Minute 6-10
546,422,FerPy,2,FALSE,FALSE,TRUE,400,NW,Other side of the river; Minute 7-11
547,424,Specd,1,FALSE,FALSE,TRUE,400,S,Only vocal once
548,425,Mottd,1,FALSE,FALSE,TRUE,350,S,Minute 8-10
549,432,FerPy,1,TRUE,FALSE,FALSE,50,NE,
550,432,FerPy,2,FALSE,FALSE,TRUE,100,N,Minute 7-12
551,432,FerPy,3,FALSE,FALSE,TRUE,200,NE,Minute 9-12
552,432,FerPy,4,FALSE,FALSE,TRUE,100,N,Minute 10-12
553,434,Specd,1,TRUE,TRUE,TRUE,150,N,Minute 5-10
